"","ID","protname","long","lat","ECO_NAME","REALM","BIOME"
"534",5095,"Entamoeba histolytica",39.55,-4.3,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"535",5096,"Entamoeba histolytica",39.55,-4.3,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"536",5097,"Entamoeba histolytica",31.883,-0.371,"Victoria Basin forest-savanna mosaic","AT",7
"537",5101,"Hepatocystis kochi",25,0,"Central Congolian lowland forests","AT",1
"538",5104,"Chilomastix mesnili",30.41,0.45,"Albertine Rift montane forests","AT",1
"539",5105,"Chilomastix mesnili",31.83,-2.3,"Central Zambezian Miombo woodlands","AT",7
"540",5109,"Cyclospora colobi",36.1,9.33,"East Sudanian savanna","AT",7
"541",5110,"Dientamoeba fragilis",30.41,0.45,"Albertine Rift montane forests","AT",1
"542",5111,"Endolimax nana",30.41,0.45,"Albertine Rift montane forests","AT",1
"543",5112,"Entamoeba coli",30.4333,0.45,"Albertine Rift montane forests","AT",1
"544",5113,"Entamoeba coli",30.41,0.45,"Albertine Rift montane forests","AT",1
"545",5114,"Entamoeba coli",30.41,0.45,"Albertine Rift montane forests","AT",1
"546",5115,"Entamoeba coli",30.41,0.45,"Albertine Rift montane forests","AT",1
"547",5116,"Entamoeba coli",30.41,0.45,"Albertine Rift montane forests","AT",1
"548",5117,"Entamoeba coli",30.41,0.45,"Albertine Rift montane forests","AT",1
"549",5118,"Entamoeba coli",30.41,0.45,"Albertine Rift montane forests","AT",1
"550",5119,"Entamoeba coli",30.41,0.45,"Albertine Rift montane forests","AT",1
"551",5120,"Entamoeba coli",31.83,-2.3,"Central Zambezian Miombo woodlands","AT",7
"552",5121,"Entamoeba hartmanni",30.41,0.45,"Albertine Rift montane forests","AT",1
"553",5122,"Entamoeba histolytica",30.4333,0.45,"Albertine Rift montane forests","AT",1
"554",5123,"Entamoeba histolytica",30.41,0.45,"Albertine Rift montane forests","AT",1
"555",5124,"Entamoeba histolytica",30.41,0.45,"Albertine Rift montane forests","AT",1
"556",5125,"Entamoeba histolytica",30.41,0.45,"Albertine Rift montane forests","AT",1
"557",5126,"Entamoeba histolytica",30.41,0.45,"Albertine Rift montane forests","AT",1
"558",5127,"Entamoeba histolytica",30.41,0.45,"Albertine Rift montane forests","AT",1
"559",5128,"Entamoeba histolytica",30.41,0.45,"Albertine Rift montane forests","AT",1
"560",5129,"Entamoeba histolytica",30.41,0.45,"Albertine Rift montane forests","AT",1
"561",5130,"Iodamoeba butschlii",30.41,0.45,"Albertine Rift montane forests","AT",1
"562",5131,"Iodamoeba butschlii",31.83,-2.3,"Central Zambezian Miombo woodlands","AT",7
"563",5157,"Entamoeba coli",1.7,7.71667,"West Sudanian savanna","AT",7
"564",5158,"Entamoeba coli",1.7,7.71667,"West Sudanian savanna","AT",7
"565",5159,"Entamoeba histolytica",1.7,7.71667,"West Sudanian savanna","AT",7
"566",5160,"Entamoeba histolytica",1.7,7.71667,"West Sudanian savanna","AT",7
"567",5161,"Giardia intestinalis",1.7,7.71667,"West Sudanian savanna","AT",7
"568",5162,"Giardia intestinalis",1.7,7.71667,"West Sudanian savanna","AT",7
"569",5164,"Trypanosoma cruzi",-63.26,-27.78,"Dry Chaco","NT",7
"570",5165,"Trypanosoma cruzi",-63.26,-27.78,"Dry Chaco","NT",7
"571",5166,"Trypanosoma cruzi",-62.26,-27.39,"Dry Chaco","NT",7
"572",5290,"Toxoplasma gondii",29.15,-19.02,"Southern Africa bushveld","AT",7
"573",5344,"Neospora caninum",39.1,3.12,"Somali Acacia-Commiphora bushlands and thickets","AT",7
"574",5365,"Sarcocystis axicuonis",79.41,20.21,"Central Deccan Plateau dry deciduous forests","IM",2
"575",5366,"Babesia cynicti",27.18,-26.66,"Highveld grasslands","AT",10
"576",5367,"Babesia cynicti",29.98,-26.5,"Highveld grasslands","AT",10
"577",5368,"Babesia cynicti",27.45,-26.9,"Highveld grasslands","AT",10
"578",5369,"Babesia cynicti",25.53,-28.23,"Kalahari xeric savanna","AT",13
"579",5423,"Toxoplasma gondii",-61.87,47.38,"Gulf of St. Lawrence lowland forests","NA",4
"580",5424,"Toxoplasma gondii",-61.87,47.38,"Gulf of St. Lawrence lowland forests","NA",4
"581",5460,"Cryptosporidium parvum",-1.55,52.29,"Celtic broadleaf forests","PA",4
"582",5518,"Neospora caninum",15.47,49.82,"Central European mixed forests","PA",4
"583",5549,"Sarcocystis grueneri",13.53,52.9,"Baltic mixed forests","PA",4
"584",5583,"Theileria cervi",-87.97,36.88,"Central U.S. hardwood forests","NA",4
"585",5584,"Theileria cervi",-87.97,36.88,"Central U.S. hardwood forests","NA",4
"586",5585,"Toxoplasma gondii",15.47,49.82,"Central European mixed forests","PA",4
"587",5586,"Toxoplasma gondii",-5.86,43.36,"Cantabrian mixed forests","PA",4
"588",5587,"Toxoplasma gondii",-6.15,39.19,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"589",5588,"Toxoplasma gondii",-3.95,39.46,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"590",5589,"Toxoplasma gondii",15.33,49.74,"Western European broadleaf forests","PA",4
"591",5715,"Babesia bicornis",25.75,-33.48,"Albany thickets","AT",12
"592",5716,"Babesia bicornis",26.76,-33.06,"Drakensberg montane grasslands, woodlands and forests","AT",10
"593",5717,"Babesia bicornis",35.56,-3.17,"East African montane forests","AT",1
"594",5719,"Cycloposthium bipalmatum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"595",5720,"Cycloposthium bipalmatum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"596",5721,"Cycloposthium corrugatum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"597",5722,"Cycloposthium dentiferum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"598",5723,"Cycloposthium dentiferum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"599",5724,"Cycloposthium edentatum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"600",5725,"Cycloposthium scutigerum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"601",5726,"Cycloposthium scutigerum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"602",5736,"Diplodinium anacanthum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"603",5737,"Diplodinium anacanthum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"604",5738,"Diplodinium dentatum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"605",5739,"Diploplastron affine",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"606",5740,"Diploplastron affine",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"607",5742,"Elyplastron bubali",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"608",5743,"Elyplastron bubali",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"609",5744,"Entodinium bicornutum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"610",5745,"Entodinium bicornutum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"611",5746,"Entodinium bursa",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"612",5747,"Entodinium bursa",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"613",5748,"Entodinium caudatum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"614",5749,"Entodinium caudatum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"615",5750,"Entodinium dubardi",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"616",5751,"Entodinium dubardi",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"617",5752,"Entodinium furca",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"618",5753,"Entodinium minimum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"619",5754,"Entodinium minimum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"620",5757,"Epidinium bulbiferum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"621",5758,"Epidinium bulbiferum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"622",5759,"Epidinium caudatum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"623",5760,"Epidinium caudatum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"624",5761,"Epidinium gigas",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"625",5762,"Epidinium gigas",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"626",5763,"Eudiplodinium maggi",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"627",5764,"Eudiplodinium maggi",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"628",5789,"Metadinium medium",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"629",5790,"Metadinium medium",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"630",5807,"Ostracodinium gracile",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"631",5808,"Ostracodinium mammosum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"632",5809,"Ostracodinium mammosum",36.86,-1.37,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"633",5810,"Ostracodinium trivesiculatum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"634",5817,"Polyplastron multivesiculatum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"635",5837,"Spirodinium equi",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"636",5839,"Tetratoxum parvum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"637",5840,"Tetratoxum unifasciculatum",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"638",5841,"Theileria bicornis",26.76,-33.06,"Drakensberg montane grasslands, woodlands and forests","AT",10
"639",5842,"Toxoplasma gondii",29.15,-19.02,"Southern Africa bushveld","AT",7
"640",5843,"Triadinium galea",36.09,-0.4,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"641",5844,"Trypanosoma congolense",37.92,-2.92,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"642",5845,"Trypanosoma congolense",37.92,-2.92,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"643",5846,"Trypanosoma congolense",37.92,-2.92,"Northern Acacia-Commiphora bushlands and thickets","AT",7
"644",5875,"Neospora caninum",-120.8,39.36,"Sierra Nevada forests","NA",5
"645",5876,"Neospora caninum",-124.1,46.89,"Central Pacific coastal forests","NA",5
"646",5886,"Sarcocystis neurona",-123.68,47.79,"British Columbia mainland coastal forests","NA",5
"647",5887,"Sarcocystis neurona",-120.8,39.36,"Sierra Nevada forests","NA",5
"648",5888,"Sarcocystis neurona",-121.65,40.29,"Sierra Nevada forests","NA",5
"649",5889,"Sarcocystis neurona",-121.35,36.31,"California interior chaparral and woodlands","NA",12
"650",5890,"Sarcocystis neurona",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"651",5891,"Sarcocystis neurona",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"652",5892,"Sarcocystis neurona",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"653",5893,"Sarcocystis neurona",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"654",5894,"Sarcocystis neurona",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"655",5895,"Sarcocystis neurona",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"656",5896,"Sarcocystis neurona",-121.95,36.8,NA,NA,NA
"657",5897,"Sarcocystis neurona",-124.19,47.18,"Central Pacific coastal forests","NA",5
"658",5898,"Sarcocystis neurona",-121.9,36.61,"California montane chaparral and woodlands","NA",12
"659",5899,"Sarcocystis neurona",-120.85,35.37,NA,NA,NA
"660",5900,"Sarcocystis neurona",-120.8,39.36,"Sierra Nevada forests","NA",5
"661",5901,"Sarcocystis neurona",-120.74,47.75,"Cascade Mountains leeward forests","NA",5
"662",5902,"Sarcocystis neurona",-120.8,39.36,"Sierra Nevada forests","NA",5
"663",5905,"Toxoplasma gondii",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"664",5906,"Toxoplasma gondii",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"665",5907,"Toxoplasma gondii",-124.1,46.89,"Central Pacific coastal forests","NA",5
"666",5908,"Toxoplasma gondii",-124.1,46.89,"Central Pacific coastal forests","NA",5
"667",5909,"Toxoplasma gondii",-121.95,36.8,NA,NA,NA
"668",5910,"Toxoplasma gondii",-121.35,36.31,"California interior chaparral and woodlands","NA",12
"669",5911,"Toxoplasma gondii",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"670",5912,"Toxoplasma gondii",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"671",5913,"Toxoplasma gondii",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"672",5914,"Toxoplasma gondii",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"673",5915,"Toxoplasma gondii",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"674",5916,"Toxoplasma gondii",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"675",5917,"Toxoplasma gondii",-124.19,47.18,"Central Pacific coastal forests","NA",5
"676",5918,"Toxoplasma gondii",-121.57,38.39,"California Central Valley grasslands","NA",8
"677",5919,"Toxoplasma gondii",-121.57,38.39,"California Central Valley grasslands","NA",8
"678",5920,"Toxoplasma gondii",-121.57,38.39,"California Central Valley grasslands","NA",8
"679",5921,"Toxoplasma gondii",-121.57,38.39,"California Central Valley grasslands","NA",8
"680",5922,"Toxoplasma gondii",-121.57,38.39,"California Central Valley grasslands","NA",8
"681",5923,"Toxoplasma gondii",-121.95,36.8,NA,NA,NA
"682",5924,"Toxoplasma gondii",-120.85,35.37,NA,NA,NA
"683",5925,"Toxoplasma gondii",-119.42,36.78,"California Central Valley grasslands","NA",8
"684",5926,"Toxoplasma gondii",-120.74,47.75,"Cascade Mountains leeward forests","NA",5
"685",5927,"Toxoplasma gondii",-120.8,39.36,"Sierra Nevada forests","NA",5
"686",5988,"Cycloposthium scutigerum",19.15,-28.9,"Nama Karoo","AT",13
"687",6069,"Cycloposthium scutigerum",19.15,-28.9,"Nama Karoo","AT",13
"688",6098,"Balantidium coli",39.28,-3.78,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"689",6099,"Balantidium coli",39.28,-3.78,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"690",6100,"Balantidium coli",39.28,-3.78,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"691",6101,"Balantidium coli",39.28,-3.78,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"692",6102,"Cystoisospora belli",39.28,-3.78,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"693",6103,"Entamoeba coli",39.28,-3.78,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"694",6104,"Entamoeba coli",39.28,-3.78,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"695",6105,"Entamoeba coli",39.28,-3.78,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"696",6106,"Entamoeba histolytica",39.28,-3.78,"Northern Zanzibar-Inhambane coastal forest mosaic","AT",1
"697",6126,"Babesia equi",25.4,-32.19,"Nama Karoo","AT",13
"698",6215,"Giardia intestinalis",-77.73,55.29,"Eastern Canadian Shield taiga","NA",6
"699",6216,"Giardia intestinalis",-77.73,55.29,"Eastern Canadian Shield taiga","NA",6
"700",6220,"Neospora caninum",-168.39,65.89,NA,NA,NA
"701",6225,"Toxoplasma gondii",-168.39,65.89,NA,NA,NA
"702",6226,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"703",6227,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"704",6228,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"705",6229,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"706",6230,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"707",6242,"Entamoeba coli",-12.71,13.06,"West Sudanian savanna","AT",7
"708",6247,"Iodamoeba butschlii",-12.71,13.06,"West Sudanian savanna","AT",7
"709",6292,"Toxoplasma gondii",48.3,-13.42,NA,NA,NA
"710",6298,"Balantidium coli",44.22,-20.15,NA,NA,NA
"711",6299,"Balantidium coli",44.22,-20.15,NA,NA,NA
"712",6300,"Balantidium coli",44.22,-20.15,NA,NA,NA
"713",6302,"Hepatocystis foleyi",46.869107,-18.766947,"Madagascar subhumid forests","AT",1
"714",6308,"Plasmodium girardi",46.869107,-18.766947,"Madagascar subhumid forests","AT",1
"715",6386,"Cytauxzoon manul",103.85,46.86,"Selenge-Orkhon forest steppe","PA",8
"716",6408,"Cystoisospora felis",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"717",6409,"Cystoisospora felis",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"718",6410,"Eimeria felina",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"719",6474,"Neospora caninum",-5.57,42.6,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"720",6502,"Toxoplasma gondii",-4.19,56.84,"Caledon conifer forests","PA",5
"721",6503,"Toxoplasma gondii",53.85,23.42,"Arabian Desert and East Sahero-Arabian xeric shrublands","PA",13
"722",6504,"Toxoplasma gondii",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"723",6505,"Toxoplasma gondii",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"724",6531,"Trypanosoma irangiense",15.827659,-0.228021,"Northwestern Congolian lowland forests","AT",1
"725",6532,"Trypanosoma irangiense",25,0,"Central Congolian lowland forests","AT",1
"726",6533,"Trypanosoma perodictici",15.827659,-0.228021,"Northwestern Congolian lowland forests","AT",1
"727",6534,"Trypanosoma perodictici",25,0,"Central Congolian lowland forests","AT",1
"728",6535,"Trypanosoma perodictici",-9.5,6.5,"Western Guinean lowland forests","AT",1
"729",6536,"Trypanosoma perodictici",-9.5,6.5,"Western Guinean lowland forests","AT",1
"730",6561,"Trypanosoma cruzi",-62.26,-27.39,"Dry Chaco","NT",7
"731",6570,"Cystoisospora felis",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"732",6571,"Cystoisospora felis",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"733",6574,"Eimeria felina",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"734",6589,"Leishmania infantum",-5.57,42.6,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"735",6592,"Neospora caninum",-5.57,42.6,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"736",6605,"Toxoplasma gondii",-3.83,38.37,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"737",6606,"Toxoplasma gondii",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"738",6644,"Sarcocystis camelopardalis",31.17,-24.21,"Zambezian and Mopane woodlands","AT",7
"739",6645,"Sarcocystis giraffae",31.17,-24.21,"Zambezian and Mopane woodlands","AT",7
"740",6646,"Sarcocystis klaseriensis",31.17,-24.21,"Zambezian and Mopane woodlands","AT",7
"741",6647,"Toxoplasma gondii",29.15,-19.02,"Southern Africa bushveld","AT",7
"742",6673,"Chilomastix mesnili",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"743",6674,"Cryptosporidium parvum",29.7,-1.05,"Albertine Rift montane forests","AT",1
"744",6675,"Cryptosporidium parvum",29.7,-1.05,"Albertine Rift montane forests","AT",1
"745",6677,"Endolimax nana",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"746",6678,"Endolimax nana",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"747",6679,"Entamoeba coli",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"748",6680,"Entamoeba coli",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"749",6681,"Entamoeba hartmanni",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"750",6682,"Entamoeba hartmanni",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"751",6683,"Entamoeba histolytica",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"752",6684,"Entamoeba histolytica",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"753",6685,"Giardia intestinalis",29.7,-1.05,"Albertine Rift montane forests","AT",1
"754",6686,"Giardia intestinalis",29.7,-1.05,"Albertine Rift montane forests","AT",1
"755",6687,"Giardia intestinalis",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"756",6691,"Iodamoeba butschlii",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"757",6692,"Iodamoeba butschlii",29.5,-1.5,"Rwenzori-Virunga montane moorlands","AT",10
"758",6752,"Balantidium coli",16.26,2.36,"Northwestern Congolian lowland forests","AT",1
"759",6765,"Entamoeba coli",16.26,2.36,"Northwestern Congolian lowland forests","AT",1
"760",6766,"Entamoeba hartmanni",11.66,-0.5,"Atlantic Equatorial coastal forests","AT",1
"761",6767,"Entamoeba histolytica",16.26,2.36,"Northwestern Congolian lowland forests","AT",1
"762",6773,"Iodamoeba butschlii",16.26,2.36,"Northwestern Congolian lowland forests","AT",1
"763",6798,"Pentatrichomonas hominis",16.26,2.36,"Northwestern Congolian lowland forests","AT",1
"764",6802,"Plasmodium falciparum",14.7,2.9,"Northwestern Congolian lowland forests","AT",1
"765",6803,"Plasmodium falciparum",12.1,3.7,"Northwestern Congolian lowland forests","AT",1
"766",6804,"Plasmodium falciparum",9.9,2.6,"Atlantic Equatorial coastal forests","AT",1
"767",6805,"Plasmodium falciparum",13.3,4.8,"Northwestern Congolian lowland forests","AT",1
"768",6806,"Plasmodium falciparum",13.2,3.8,"Northwestern Congolian lowland forests","AT",1
"769",6807,"Plasmodium falciparum",11.4,2.8,"Northwestern Congolian lowland forests","AT",1
"770",6808,"Plasmodium falciparum",16.2,3.8,"Northwestern Congolian lowland forests","AT",1
"771",6809,"Plasmodium falciparum",11.3,2,"Atlantic Equatorial coastal forests","AT",1
"772",6810,"Plasmodium falciparum",14.7,3.9,"Northwestern Congolian lowland forests","AT",1
"773",6811,"Plasmodium falciparum",16.1,1.9,"Northwestern Congolian lowland forests","AT",1
"774",6812,"Plasmodium falciparum",13.5,3.6,"Northwestern Congolian lowland forests","AT",1
"775",6813,"Plasmodium falciparum",14.1,2.2,"Northwestern Congolian lowland forests","AT",1
"776",6814,"Plasmodium falciparum",15.5,2,"Northwestern Congolian lowland forests","AT",1
"777",6815,"Plasmodium falciparum",12.5,2.7,"Northwestern Congolian lowland forests","AT",1
"778",6816,"Plasmodium falciparum",10.8,2.3,"Atlantic Equatorial coastal forests","AT",1
"779",6817,"Plasmodium falciparum",15.3,3.7,"Northwestern Congolian lowland forests","AT",1
"780",6818,"Plasmodium falciparum",14.7,2.1,"Northwestern Congolian lowland forests","AT",1
"781",6821,"Plasmodium reichenowi",12.354722,7.369722,"Cameroonian Highlands forests","AT",1
"782",6823,"Plasmodium schwetzi",25,0,"Central Congolian lowland forests","AT",1
"783",6824,"Plasmodium vivax",12.354722,7.369722,"Cameroonian Highlands forests","AT",1
"784",6825,"Plasmodium vivax",21,7,"East Sudanian savanna","AT",7
"785",6829,"Prototapirella gorillae",16.34638,3.436861,"Northwestern Congolian lowland forests","AT",1
"786",6830,"Prototapirella gorillae",29.7,-1.05,"Albertine Rift montane forests","AT",1
"787",6831,"Prototapirella gorillae",29.63,-1.38,"Rwenzori-Virunga montane moorlands","AT",10
"788",6850,"Trypanosoma primatum",12.354722,7.369722,"Cameroonian Highlands forests","AT",1
"789",6851,"Trypanosoma primatum",12.354722,7.369722,"Cameroonian Highlands forests","AT",1
"790",6904,"Toxoplasma gondii",-60.85,46.25,"Eastern Canadian forests","NA",6
"791",6905,"Toxoplasma gondii",-60.85,46.25,"Eastern Canadian forests","NA",6
"792",6906,"Toxoplasma gondii",-60.85,46.25,"Eastern Canadian forests","NA",6
"793",6907,"Toxoplasma gondii",-60.85,46.25,"Eastern Canadian forests","NA",6
"794",6908,"Toxoplasma gondii",-61.53,46.02,"New England-Acadian forests","NA",4
"795",6909,"Toxoplasma gondii",-59.68,46.02,NA,NA,NA
"796",6917,"Eimeria vulpis",-3.65,40.23,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"797",6921,"Leishmania donovani",35.39,12.82,"East Sudanian savanna","AT",7
"798",6922,"Leishmania donovani",35.39,12.82,"East Sudanian savanna","AT",7
"799",6923,"Leishmania donovani",30.01,16.05,"Sahelian Acacia savanna","AT",7
"800",6924,"Leishmania infantum",-5.57,42.6,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"801",6930,"Neospora caninum",-3.83,38.37,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"802",6931,"Neospora caninum",-5.57,42.6,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"803",6939,"Toxoplasma gondii",-3.83,38.37,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"804",6940,"Toxoplasma gondii",-6.94,37.26,"Southwest Iberian Mediterranean sclerophyllous and mixed forests","PA",12
"805",6947,"Charonina hippopotami",27.85,-13.13,"Central Zambezian Miombo woodlands","AT",7
"806",6954,"Paraisotricha minuta",27.85,-13.13,"Central Zambezian Miombo woodlands","AT",7
"807",6955,"Paraplagiopyla kiboko",27.85,-13.13,"Central Zambezian Miombo woodlands","AT",7
"808",6956,"Parentodinium africanum",27.85,-13.13,"Central Zambezian Miombo woodlands","AT",7
"809",6957,"Parentodinium ostrea",27.85,-13.13,"Central Zambezian Miombo woodlands","AT",7
"810",6964,"Trypanosoma brucei",1.53,11.23,"West Sudanian savanna","AT",7
"811",6967,"Babesia bigemina",29.15,-19.02,"Southern Africa bushveld","AT",7
"812",6978,"Toxoplasma gondii",29.15,-19.02,"Southern Africa bushveld","AT",7
"813",7013,"Balantidium coli",101.3819,14.31226,"Southeastern Indochina dry evergreen forests","IM",2
"814",7015,"Plasmodium eylesi",100.25,6.63,"Tenasserim-South Thailand semi-evergreen rain forests","IM",1
"815",7016,"Plasmodium eylesi",100.67,6,"Peninsular Malaysian rain forests","IM",1
"816",7017,"Plasmodium jefferyi",112.5,2.5,"Borneo lowland rain forests","IM",1
"817",7018,"Plasmodium jefferyi",100.67,6,"Peninsular Malaysian rain forests","IM",1
"818",7019,"Plasmodium youngi",102,5.33,"Peninsular Malaysian rain forests","IM",1
"819",7022,"Plasmodium hylobati",114.2335361,1.0682368,"Borneo montane rain forests","IM",1
"820",7023,"Plasmodium hylobati",114.2335361,1.0682368,"Borneo montane rain forests","IM",1
"821",7024,"Plasmodium hylobati",110,-7.5,"Western Java montane rain forests","IM",1
"822",7025,"Plasmodium hylobati",110,-7.5,"Western Java montane rain forests","IM",1
"823",7026,"Plasmodium hylobati",112.5,2.5,"Borneo lowland rain forests","IM",1
"824",7064,"Trypanosoma brucei",1.53,11.23,"West Sudanian savanna","AT",7
"825",7065,"Trypanosoma brucei",1.53,11.23,"West Sudanian savanna","AT",7
"826",7070,"Trypanosoma brucei",1.53,11.23,"West Sudanian savanna","AT",7
"827",7071,"Trypanosoma brucei",1.53,11.23,"West Sudanian savanna","AT",7
