"","ParasiteBinomialName","PropCommunityZoonotic","PropHostsZoonoticCarriers","EcoRealm","NumEcoregions","ZoonoticStatus","WebOfScienceHits","Phylum","Order","CloseContactTransmission","VectorTransmission","HostDietBreadth","HostDietInvertebrate","HostHabitatBreadth","HostGeographicRange","HostInterbirthInterval","HostTrophicLevel","MeanHumanPopDensity","MeanTemp","MeanPrecipitation","HostIslandEndemicity","HostPopDensity","HostEvolutionaryDistinctiveness","ParasiteCloseness","ParasiteBetweenness","HostProportionalGenerality","HostBetweenness","Intracellular","HasDomesticHost","NumOrganSystems","NumTransmissionModes"
"93","Hepatozoon procyonis",0.215827338,0.25,NA,3,0,2,"Apicomplexa","Eucoccidiorida",0,1,6,14.5,2,11156657.025,365,2,26.9,175.5,109.79,1,9.355,2.54290225776718,0.000560443236134027,1.94179128737412e-05,0.0797202471461725,0.0233494087903991,1,NA,NA,2
"94","Iodamoeba butschlii",0.261306533,0.388888889,"AT",15,0,50,"Amoebozoa","Entamoebida",1,0,3.57142857142857,10.4761904761905,1.27272727272727,2792623.37596875,788.483571428571,1.64285714285714,45.3409090909091,235.246818181818,122.073636363636,1.0952380952381,38.9355555555556,2.34896914814789,0.000596088840892188,0.00174336073703415,0.0240878308507877,0.00962183257326323,0,NA,1,2
"95","Isospora arctopitheci",0.2,1,"NT",1,0,4,"Apicomplexa","Eucoccidiorida",0,0,4,40,1,75237.6833,240.9,2,26.56,259.25,279.43,1,5.13,1.7169017920542,0.000436617842709497,0,0.0110594562514921,0.000629628896765715,1,NA,1,1
"96","Isospora cebi",0.333333333,0.5,NA,2,0,1,"Apicomplexa","Eucoccidiorida",0,0,5,20,2,3694705.352,547.5,2,8.75,252.69,192.99,1,16.79,2.1307171862085,0.00041071355589288,0,0.0101378348972011,2.50597826138351e-05,1,NA,1,1
"97","Isospora endocallimici",0,0,"NT",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,2,40,1,602347.5354,182.5,2,3,259.78,209.19,1,2.08,NA,0.000300547775894759,0,0.00276486406287303,0,1,NA,1,1
"98","Isospora lutrae",0.244897959,1,"PA",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,1,30,2,25136275.45,365,3,102.46,50.26,56.63,1,0.85,NA,0.000496045324229972,0,0.0497675531317145,3.18488515241692e-05,1,NA,1,1
"99","Isospora melis",0.235294118,0.111111111,"PA",1,0,2,"Apicomplexa","Eucoccidiorida",0,0,1,20,1,9763858.967,365,3,NA,NA,NA,1,2.52,3.28760578632801,0.000504208439823444,0,0.0433162036516774,0.00011896374638878,1,NA,1,1
"100","Isospora papionis",0.476190476,0.25,"AT",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,2,20,NA,3348437.988,882.08,1,25.55,184.62,41.9,1,2.77,2.26473516247121,0.000528788487888231,0,0.0534540385488785,0.084569094590019,1,NA,1,1
"101","Isospora saimirae",0.103448276,1,"NT",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,3,20,1,4419721.477,383.25,2,4.63,253.03,186.86,1,36.09,2.16093366027277,0.000421280255522207,0,0.0304135046916033,0.0186400370745761,1,NA,1,1
"102","Isospora sengeri",0.142857143,0,NA,1,0,0,"Apicomplexa","Eucoccidiorida",0,0,6,30,1,2979663.406,243.33,2,32.08,134.16,72.47,1,4.7,2.51579145366571,0.00039670020745742,0,0.00737297083432808,0,1,NA,1,1
"103","Isospora spilogales",0.142857143,0,NA,1,0,0,"Apicomplexa","Eucoccidiorida",0,0,6,30,1,2979663.406,243.33,2,32.08,134.16,72.47,1,4.7,2.51579145366571,0.00039670020745742,0,0.00737297083432808,0,1,NA,1,1
"104","Isospora vulpis",0.339805825,1,"PA",1,0,36,"Apicomplexa","Eucoccidiorida",0,0,1,1,1,64742299.85,365,3,66.44,34.32,46.58,1,1.1,1.48795553900508,0.000545296121643919,0,0.135478339080778,0.097757706844756,1,NA,1,1
"105","Leishmania braziliensis",0.2,1,"NT",1,0,1887,"Euglenozoa","Trypanosomatida",0,1,4,40,1,75237.6833,240.9,2,26.56,259.25,279.43,1,5.13,1.7169017920542,0.000436617842709497,0,0.0110594562514921,0.000629628896765715,1,NA,4,1
"106","Leishmania chagasi",0.416666667,0.25,"NT",3,1,1406,"Euglenozoa","Trypanosomatida",0,1,7,50,1,7258627.826,243.33,2,35.64,229.96,118.7,1,3.54,1.72613037649562,0.000487383351572455,0,0.0230405338572752,0.00256967596443184,1,1,4,2
"107","Leishmania donovani",0.545454545,0.333333333,"AT",2,0,6697,"Euglenozoa","Trypanosomatida",0,1,6,30,1,13701475.16,365,2,50.25,232.14,80.56,1,NA,3.09392550870737,0.000486839143866223,0,0.0175108057315292,2.08162428262544e-07,1,1,4,2
"108","Leishmania infantum",0.326530612,0.35,"PA",5,1,3694,"Euglenozoa","Trypanosomatida",1,1,4,14.4285714285714,1,25537489.4722,314.305,2.42857142857143,49.46,154.45,61.02,1,1.17833333333333,1.96357409303013,0.000567517936315036,2.24302235958915e-05,0.0472660094557817,0.0170495472012742,1,1,4,3
"109","Leishmania shawi",0.2,1,"NT",1,1,49,"Euglenozoa","Trypanosomatida",0,1,4.5,10,1.5,3136717.20055,657,1.5,20.1,241.17,154.19,1,19.685,2.40593659701224,0.000415384672038033,0,0.00875540286576458,0.000889921939989013,1,NA,4,2
"110","Metadinium medium",0.092592593,0.666666667,"AT",1,0,8,"Ciliophora","Entodiniomorphida",NA,NA,1.5,0,1,6046313.172,1008.31,1,24.36,221.14,65.51,1,0.29,3.51324406371774,0.000519355554313553,2.74458132491042e-07,0.0479243104231325,0.000631044401277903,NA,NA,NA,NA
"111","Neospora caninum",0.187183811,0.307017544,"PA",22,0,2740,"Apicomplexa","Eucoccidiorida",1,0,3.45945945945946,12.4,1.25,11351378.775127,391.476,2.08108108108108,52.3976923076923,136.272692307692,60.2996153846154,1,3.535,2.24910751463876,0.000738852662493573,0.00948466051777474,0.0437396513009463,0.0108161072199401,NA,NA,NA,3
"112","Ostracodinium gracile",0.096153846,1,"AT",1,0,7,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"113","Ostracodinium mammosum",0.096153846,0.5,"AT",1,0,5,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"114","Ostracodinium trivesiculatum",0.096153846,1,"AT",1,0,1,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"115","Paraisotricha minuta",0.125,0,"AT",1,0,0,"Ciliophora","Vestibuliferida",NA,NA,2,0,2,1882099.289,696.54,2,35.86,233.56,91.23,1,4.86,4.09088584230537,0.00044577867243106,0,0.00921621354291009,0,NA,NA,NA,NA
"116","Paraplagiopyla kiboko",0.125,0,"AT",1,0,0,"Ciliophora","Plagiopylida",NA,NA,2,0,2,1882099.289,696.54,2,35.86,233.56,91.23,1,4.86,4.09088584230537,0.00044577867243106,0,0.00921621354291009,0,NA,NA,NA,NA
"117","Parentodinium africanum",0.125,0,"AT",1,0,6,"Ciliophora","Entodiniomorphida",NA,NA,2,0,2,1882099.289,696.54,2,35.86,233.56,91.23,1,4.86,4.09088584230537,0.00044577867243106,0,0.00921621354291009,0,NA,NA,NA,NA
"118","Parentodinium ostrea",0.125,0,"AT",1,0,1,"Ciliophora","Entodiniomorphida",NA,NA,2,0,2,1882099.289,696.54,2,35.86,233.56,91.23,1,4.86,4.09088584230537,0.00044577867243106,0,0.00921621354291009,0,NA,NA,NA,NA
"119","Pentatrichomonas hominis",0.356164384,1,"AT",1,0,101,"Metamonada","Trichomonadida",0,0,3.66666666666667,10,1.66666666666667,1061866.47936667,1627.9,1.66666666666667,20.7533333333333,252.63,118.863333333333,1,24.11,2.57421835948108,0.000530629723960981,2.76491155694679e-06,0.0405513395888044,0.0123633197768787,NA,NA,NA,1
"120","Plasmodium brasilianum",0.131313131,0.211111111,"NT",14,1,61,"Apicomplexa","Haemosporida",0,1,3.59090909090909,12.5925925925926,1.125,1470066.63667692,646.426875,1.59090909090909,27.1984615384615,243.512692307692,175.759230769231,1,29.5891666666667,2.37008357342228,0.000539309836875373,0.00552812001141161,0.00959757410330637,0.003316669026435,1,NA,3,1
"121","Plasmodium coatneyi",0.428571429,0.375,"IM",3,0,72,"Apicomplexa","Haemosporida",0,1,2.5,20,NA,1758971.22666667,401.76,1.5,100.7,248.733333333333,235.63,1,35.18,2.141075811127,0.000410749836406628,9.88049276967749e-07,0.0168963914953352,0.00412737771823777,1,NA,3,1
"122","Plasmodium cynomolgi",0.327868852,0.363636364,"IM",9,1,298,"Apicomplexa","Haemosporida",0,1,2,12.5,NA,1756477.3670375,438.828571428571,1.2,237.68,227.6475,162.5425,1.25,24.6028571428571,2.13304087607328,0.000506612023859299,0.00170480499317201,0.0137091176450788,0.00191421826680879,1,NA,3,1
"123","Plasmodium eylesi",0.4,0.5,"IM",2,0,1,"Apicomplexa","Haemosporida",0,1,4,10,NA,638113.1838,983.67,2,90.44,229.63,172.74,1,6.6,2.40814581961732,0.000385861403974977,0,0.00645134948003707,0.00317739130499946,1,NA,3,1
"124","Plasmodium falciparum",0.260869565,0.071428571,"AT",9,0,40917,"Apicomplexa","Haemosporida",0,1,4,6,1.2,2967362.02576,918.886,1.8,15.872,248.432,165.758,1,17.398,2.45047551291453,0.000557268691181011,0.000183827773272178,0.0370491784424986,0.0251563927578024,1,NA,3,1
"125","Plasmodium fieldi",0.434782609,0.4,"IM",2,0,16,"Apicomplexa","Haemosporida",0,1,2.5,30,NA,2031843.3725,401.76,1.5,114.47,247.955,232.015,1,34.455,2.26488606984029,0.000408210200444215,0,0.0179716164086747,0.00459144239737314,1,NA,3,1
"126","Plasmodium fragile",0.473684211,0.285714286,"IM",3,0,68,"Apicomplexa","Haemosporida",0,1,2,10,NA,334386.1878,456.25,1,374.12,261.325,117.705,1.5,19.15,2.2116833498539,0.000471057120385511,0,0.0110594562514921,0.00112936396519917,1,NA,3,1
"127","Plasmodium gaboni",0.421052632,0.5,"AT",2,0,11,"Apicomplexa","Haemosporida",0,1,6,10,2,2489781.737,1825,2,34.36,241.68,149.72,1,1.63,2.58751357028504,0.000520924686533187,0,0.0635918734460797,0.0356188451719332,1,NA,3,1
"128","Plasmodium georgesi",0.294117647,0.666666667,"AT",2,0,3,"Apicomplexa","Haemosporida",0,1,3,10,1,1461519.111,770.15,2,21.125,239.465,140.045,1,14.86,2.2302194962116,0.000455102764464492,0,0.0105986455743466,3.18431743670347e-05,1,NA,3,1
"129","Plasmodium girardi",0.166666667,0,"AT",1,0,0,"Apicomplexa","Haemosporida",0,1,NA,0,NA,NA,NA,NA,15.27,228.42,106.88,3,NA,NA,0.000407602501838923,0,0.00737297083432808,0.000302876333122001,1,NA,3,1
"130","Plasmodium gonderi",0.333333333,0.285714286,"AT",6,0,15,"Apicomplexa","Haemosporida",0,1,2.75,10,1.33333333333333,567364.66204,526.754,1.75,52.9214285714286,246.342857142857,166.297142857143,1,21.315,2.11357967992585,0.000466857650919092,4.16261500944746e-06,0.00868957276902953,0.000454901409594376,1,NA,3,1
"131","Plasmodium hylobati",0,0,"IM",3,0,5,"Apicomplexa","Haemosporida",0,1,4,10,NA,39232.4434,730,2,1249.44,238.25,211.91,2,6.18,NA,0,0,0.00092162135429101,0,1,NA,3,1
"132","Plasmodium inui",0.301886792,0.375,"IM",12,1,48,"Apicomplexa","Haemosporida",0,1,1.5,11,NA,1580431.04017,426.091666666667,1.16666666666667,185.543,217.868,193.869,1.4,37.11375,2.08766361989732,0.000485950271279378,0.00367926866971589,0.010045672761772,0.0013074065066258,1,NA,3,1
"133","Plasmodium jefferyi",0.4,0.5,"IM",2,0,0,"Apicomplexa","Haemosporida",0,1,4,10,NA,638113.1838,983.67,2,90.44,229.63,172.74,1,6.6,2.40814581961732,0.000385861403974977,0,0.00645134948003707,0.00317739130499946,1,NA,3,1
"134","Plasmodium knowlesi",0.375,0.3,"IM",3,1,145,"Apicomplexa","Haemosporida",0,1,2,20,NA,1451147.0103,401.76,1.33333333333333,107.87,247.646666666667,247.51,1.33333333333333,42.75,2.24389450205846,0.000408482304297331,2.9406228481183e-07,0.0138243203143652,0.00306096159824876,1,NA,3,1
"135","Plasmodium petersi",0.294117647,0.5,"AT",2,0,3,"Apicomplexa","Haemosporida",0,1,3,10,1,1461519.111,770.15,2,21.125,239.465,140.045,1,14.86,2.2302194962116,0.000455102764464492,0,0.0105986455743466,3.18431743670347e-05,1,NA,3,1
"136","Plasmodium pitheci",0.35,0.25,"IM",2,0,1,"Apicomplexa","Haemosporida",0,1,5,10,2,127623.0593,2007.5,2,11.82,237.71,258.7,2,2,3.06323526661507,0.000451356801419932,0,0.0211972911486932,3.54822320902063e-06,1,NA,3,1
"137","Plasmodium reichenowi",0.361111111,0.25,"AT",4,0,91,"Apicomplexa","Haemosporida",0,1,4.5,5,1.5,1592698.5849,1627.9,2,24.135,242.055,151.3,1,1.11,2.70434708856074,0.000530357620107865,2.76491155694679e-06,0.0566797132888971,0.0185437306907484,1,NA,3,1
"138","Plasmodium rodhaini",0.347222222,0.5,"AT",1,1,20,"Apicomplexa","Haemosporida",0,1,4.5,5,1.5,1592698.5849,1627.9,2,24.135,242.055,151.3,1,1.11,2.70434708856074,0.000530357620107865,2.76491155694679e-06,0.0601357933674884,0.0270812879313408,1,NA,3,1
"139","Plasmodium schwetzi",0.361111111,0.666666667,"AT",2,0,2,"Apicomplexa","Haemosporida",0,1,4.5,5,1.5,1592698.5849,1627.9,2,24.135,242.055,151.3,1,1.11,2.70434708856074,0.000530357620107865,2.76491155694679e-06,0.0566797132888971,0.0185437306907484,1,NA,3,1
"140","Plasmodium shortii",0.473684211,1,"IM",2,0,1,"Apicomplexa","Haemosporida",0,1,2,10,NA,334386.1878,456.25,1,374.12,261.325,117.705,1.5,19.15,2.2116833498539,0.000471057120385511,0,0.0110594562514921,0.00112936396519917,1,NA,3,1
"141","Plasmodium simiovale",0.466666667,1,"IM",1,0,16,"Apicomplexa","Haemosporida",0,1,2,10,NA,46446.4766,547.5,1,335.39,258.11,141.67,2,30,2.2116833498539,0.00046960589983556,0,0.0156675630229472,0.00224342799192105,1,NA,3,1
"142","Plasmodium simium",0.171428571,0.25,"NT",5,0,27,"Apicomplexa","Haemosporida",0,1,4.25,0,1,1964250.707525,740.136666666667,1.5,60.385,224.07,158.3825,1,49.515,2.35457788782535,0.000508199296335808,6.56204444046763e-06,0.0168195897158109,0.0171270449139702,1,NA,3,1
"143","Plasmodium vivax",0.303030303,0.363636364,"AT",5,0,6310,"Apicomplexa","Haemosporida",0,1,4.75,12.5,1.25,2543819.1337,992.495,2,19.215,246.935,161.405,1,14.4225,2.43505570728985,0.000552098717971812,4.68350459740797e-05,0.0398601235730861,0.0271448902222771,1,NA,3,1
"144","Plasmodium youngi",0.4,1,"IM",1,0,0,"Apicomplexa","Haemosporida",0,1,4,10,NA,638113.1838,983.67,2,90.44,229.63,172.74,1,6.6,2.40814581961732,0.000385861403974977,0,0.00645134948003707,0.00317739130499946,1,NA,3,1
"145","Polyplastron multivesiculatum",0.096153846,1,"AT",1,0,68,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"146","Prototapirella gorillae",0.368421053,0.333333333,"AT",3,0,3,"Ciliophora","Entodiniomorphida",NA,NA,3,0,1,695615.4328,1430.8,2,13.91,242.43,152.88,1,0.59,2.82118060683645,0.000500190372925768,0,0.0497675531317145,0.00146861620956363,NA,NA,NA,NA
"147","Retortamonas intestinalis",0.263157895,1,"AT",2,0,5,"Metamonada","Retortamonadida",1,0,3.33333333333333,0,1,2277442.38166667,557.84,1.66666666666667,26.3,229.563333333333,122.466666666667,1,55.0833333333333,2.29763196245214,0.00047525658985193,8.23374397473124e-07,0.0168963914953352,5.67205115891991e-05,NA,NA,NA,2
"148","Sarcocystis alces",0.191489362,1,"PA",1,0,19,"Apicomplexa","Eucoccidiorida",NA,NA,1,0,1,7963741.77,365,1,NA,NA,NA,1,0.4,2.43992791556131,0.000521713787707222,0,0.0506891744860055,0.000217045016451404,1,1,2,NA
"149","Sarcocystis alceslatrans",0.1875,1,NA,1,0,4,"Apicomplexa","Eucoccidiorida",0,0,1,0,1,7963741.77,365,1,NA,NA,NA,1,0.4,2.43992791556131,0.000521713787707222,0,0.0506891744860055,0.000217045016451404,1,1,2,2
"150","Sarcocystis americana",0.166666667,0.2,NA,1,0,4,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6307636.164,365,1,14.38,67.61,38.76,1,16,NA,0.000508471400188924,0,0.0543756599031696,1.13656685831349e-05,1,1,2,2
"151","Sarcocystis arctosi",0.294117647,1,NA,1,0,3,"Apicomplexa","Eucoccidiorida",0,0,6,6,1,27908100.28,912.5,2,14.85,-46.56,35.01,1,0.02,2.75954737493327,0.000489242727902079,0,0.0175108057315292,4.49333470149576e-06,1,1,2,2
"152","Sarcocystis arieticanis",0.304347826,1,"PA",1,0,30,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,15605.9357,547.5,1,135.27,42.76,87.78,1,NA,2.26138494150229,0.000458513132756876,0,0.0239621552115663,0,1,1,2,2
"153","Sarcocystis axicuonis",0.076923077,0,"IM",2,0,1,"Apicomplexa","Eucoccidiorida",0,0,1,0,1,6221601.67,395.415,2,253.235,176.545,95.71,1,3.62,2.08469706439311,0.000459238743031851,0,0.0105986455743466,0.000647655763053254,1,1,2,2
"154","Sarcocystis camelopardalis",0.285714286,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,5,0,1,2016377.813,608.33,1,18.23,238.58,64.96,1,1.23,3.18405446452302,0.000503709582759398,0,0.0239621552115663,2.89345775284935e-06,1,1,2,2
"155","Sarcocystis capracanis",0.304347826,1,"PA",1,0,43,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,15605.9357,547.5,1,135.27,42.76,87.78,1,NA,2.26138494150229,0.000458513132756876,0,0.0239621552115663,0,1,1,2,2
"156","Sarcocystis capreolicanis",0.153846154,1,"PA",1,0,5,"Apicomplexa","Eucoccidiorida",0,0,5,0,1,15261022.82,NA,1,60.79,27.73,44.42,1,2.9,2.40849469491741,0.000553368535953019,0,0.134556717726487,0.134339936655935,1,1,2,2
"157","Sarcocystis cornagliai",0.166666667,1,"PA",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,147984.91945,456.25,1,120.29,56.395,74.255,1,NA,2.3264345678053,0.000518085736332346,3.13666437132619e-07,0.045620257037405,0.0103419956440406,NA,NA,NA,2
"158","Sarcocystis danzani",0,0,"PA",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,1,0,1,715728.4104,365,1,1.55,6.27,23.87,1,NA,3.11482105468248,0.000363594238661673,0,0.00460810677145505,0,1,1,2,2
"159","Sarcocystis dubeyella",0.111111111,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,4,0,1,776098.1421,365,1,17.34,240.33,42.02,1,7.61,3.25755324295575,0.000445905654229181,0,0.0442378250059684,0.00177853978707517,1,1,2,2
"160","Sarcocystis elegans",0.071428571,0,"NT",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,5,20,1,943367.4798,159.8,2,61.47,249.92,99.39,1,508.18,NA,0.00041216477644283,0,0.0147459416686562,0.00369493960289068,1,1,2,1
"161","Sarcocystis felis",0.428571429,1,"AT",1,0,56,"Apicomplexa","Eucoccidiorida",0,0,1,0,1,5241618.941,730,3,28.6,234.38,85.8,1,0.11,2.15679414797302,0.000495138311386253,0,0.0313351260458943,0.00247590027737406,1,1,2,2
"162","Sarcocystis fusiformis",0.287671233,1,NA,1,0,67,"Apicomplexa","Eucoccidiorida",0,0,1,11,1,17097659.69,365,3,27.27,58.18,53.03,1,0.25,1.3826716934761,0.000523255709541545,0,0.0792594364690268,0.00239040093922541,1,1,2,2
"163","Sarcocystis gazellae",0.217391304,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,1950024.369,365,1,2.06,190.15,24,1,10.69,2.50194272303845,0.000451257030007123,0,0.0405513395888044,0.000487100082134352,1,1,2,2
"164","Sarcocystis giraffae",0.285714286,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,5,0,1,2016377.813,608.33,1,18.23,238.58,64.96,1,1.23,3.18405446452302,0.000503709582759398,0,0.0239621552115663,2.89345775284935e-06,1,1,2,2
"165","Sarcocystis grueneri",0.153153153,1,"PA",1,0,4,"Apicomplexa","Eucoccidiorida",0,0,3.5,0,1,9640150.442,365,1,94.6,53.82,51.47,1,12.445,2.54053532121369,0.000557177989896639,1.6386167021317e-07,0.0967702422005558,0.067416898034745,1,1,2,2
"166","Sarcocystis hardangeri",0.151515152,1,"PA",1,0,10,"Apicomplexa","Eucoccidiorida",NA,NA,3,0,NA,18168072.93,365,1,1.07,-90.47,29.21,1,2.55,2.5768435007199,0.000499310570467361,0,0.0368648541716404,2.62284659610805e-05,1,1,2,NA
"167","Sarcocystis hemioni",0.170212766,0.2,NA,1,0,0,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6307636.164,365,1,14.38,67.61,38.76,1,16,NA,0.000508471400188924,0,0.0543756599031696,1.13656685831349e-05,1,1,2,2
"168","Sarcocystis hemionilatrantis",0.166666667,0.166666667,NA,1,0,5,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6307636.164,365,1,14.38,67.61,38.76,1,16,NA,0.000508471400188924,0,0.0543756599031696,1.13656685831349e-05,1,1,2,2
"169","Sarcocystis hominis",0.243902439,1,"AT",1,1,62,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6085429.445,365,1,24.17,215.34,61.83,1,1.06,2.64997756637202,0.000515954256149606,0,0.0534540385488785,0.0159932174971274,1,1,2,2
"170","Sarcocystis kirkpatricki",0.217391304,0.083333333,NA,4,0,3,"Apicomplexa","Eucoccidiorida",0,0,6,19,2,11684182.92,365,2,38.77,111.84,63.25,1,3.29,2.37333404780104,0.000557903600171614,0,0.150224280749435,0.0466763360385458,1,1,2,2
"171","Sarcocystis klaseriensis",0.285714286,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,5,0,1,2016377.813,608.33,1,18.23,238.58,64.96,1,1.23,3.18405446452302,0.000503709582759398,0,0.0239621552115663,2.89345775284935e-06,1,1,2,2
"172","Sarcocystis melampi",0.169811321,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,3485542.674,365,1,37.6,216.36,73.05,1,13.36,3.11482105468248,0.000518720645322949,0,0.0755729510518628,0.0352864711413631,1,1,2,2
"173","Sarcocystis mephitisi",0.344827586,1,NA,1,0,1,"Apicomplexa","Eucoccidiorida",0,0,6,20,1,12271140.38,365,2,28.88,75.97,52.67,1,8.15,2.40932068540834,0.000502938621842237,0,0.0359432328173494,0.00161253957729394,1,1,2,2
"174","Sarcocystis mongolica",0,0,"PA",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,1,0,1,715728.4104,365,1,1.55,6.27,23.87,1,NA,3.11482105468248,0.000363594238661673,0,0.00460810677145505,0,1,1,2,2
"175","Sarcocystis neurona",0.221343874,0.114754098,NA,15,0,555,"Apicomplexa","Eucoccidiorida",0,0,3.85714285714286,20,1.42857142857143,7800312.56474286,379.627142857143,2.42857142857143,25.5275,63.81,55.76,1,4,2.24225718236585,0.000597812165295254,0.000137278944875493,0.0518741162272369,0.0123998358437424,1,1,2,2
"176","Sarcocystis odocoileocanis",0.123076923,0.1,"NT",4,0,3,"Apicomplexa","Eucoccidiorida",0,0,4,0,1,14410477.61,304.16,1,34.11,127.64,80.45,1,17.32,NA,0.000530874617428785,0,0.0847891645947729,0.00694997549363207,1,1,2,2
"177","Sarcocystis ovalis",0.1875,0.5,NA,2,0,5,"Apicomplexa","Eucoccidiorida",NA,NA,1,0,1,7963741.77,365,1,NA,NA,NA,1,0.4,2.43992791556131,0.000521713787707222,0,0.0506891744860055,0.000217045016451404,1,1,2,NA
"178","Sarcocystis phacochoeri",0.111111111,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,4,0,1,776098.1421,365,1,17.34,240.33,42.02,1,7.61,3.25755324295575,0.000445905654229181,0,0.0442378250059684,0.00177853978707517,1,1,2,2
"179","Sarcocystis rangi",0.151515152,1,"PA",1,0,5,"Apicomplexa","Eucoccidiorida",0,0,3,0,NA,18168072.93,365,1,1.07,-90.47,29.21,1,2.55,2.5768435007199,0.000499310570467361,0,0.0368648541716404,2.62284659610805e-05,1,1,2,2
"180","Sarcocystis scandinavica",0.1875,1,"PA",1,0,1,"Apicomplexa","Eucoccidiorida",NA,NA,1,0,1,7963741.77,365,1,NA,NA,NA,1,0.4,2.43992791556131,0.000521713787707222,0,0.0506891744860055,0.000217045016451404,1,1,2,NA
"181","Sarcocystis sebeki",0.235294118,1,"PA",1,0,6,"Apicomplexa","Eucoccidiorida",0,0,1,20,1,9763858.967,365,3,NA,NA,NA,1,2.52,3.28760578632801,0.000504208439823444,0,0.0433162036516774,0.00011896374638878,1,1,2,2
"182","Sarcocystis silva",0.153153153,1,"PA",1,0,3,"Apicomplexa","Eucoccidiorida",0,0,3.5,0,1,9640150.442,365,1,94.6,53.82,51.47,1,12.445,2.54053532121369,0.000557177989896639,1.6386167021317e-07,0.0967702422005558,0.067416898034745,NA,NA,NA,2
"183","Sarcocystis tarandivulpes",0.151515152,0.5,"PA",2,0,5,"Apicomplexa","Eucoccidiorida",0,0,3,0,NA,18168072.93,365,1,1.07,-90.47,29.21,1,2.55,2.5768435007199,0.000499310570467361,0,0.0368648541716404,2.62284659610805e-05,1,1,2,2
"184","Sarcocystis ursusi",0.363636364,1,NA,1,0,1,"Apicomplexa","Eucoccidiorida",0,0,1,13,1,9704197.651,821.25,1,11.45,3.89,51.94,1,0.72,3.00697021541682,0.000512825061838775,0,0.0442378250059684,5.09997949243232e-06,1,1,2,2
"185","Sarcocystis woodhousei",0.217391304,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,1950024.369,365,1,2.06,190.15,24,1,10.69,2.50194272303845,0.000451257030007123,0,0.0405513395888044,0.000487100082134352,1,1,2,2
"186","Sarcocystis youngi",0.166666667,0.333333333,NA,1,0,0,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6307636.164,365,1,14.38,67.61,38.76,1,16,NA,0.000508471400188924,0,0.0543756599031696,1.13656685831349e-05,1,1,2,2
"187","Spirodinium equi",0.096153846,1,"AT",1,0,60,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"188","Tetratoxum parvum",0.096153846,1,"AT",1,0,3,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"189","Tetratoxum unifasciculatum",0.096153846,1,"AT",1,0,39,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
